DeathCountyCountyName,DeathCOD39ICDCode39Desc,Deaths,Population,SORT
Jefferson,Malignant neoplasms of urinary tract (C64-C68),11,70114,1920
Knox,Malignant neoplasms of urinary tract (C64-C68),2,59843,1922
Lake,Malignant neoplasms of urinary tract (C64-C68),39,228930,1924
Lawrence,Malignant neoplasms of urinary tract (C64-C68),7,62748,1926
Licking,Malignant neoplasms of urinary tract (C64-C68),15,162375,1928
Logan,Malignant neoplasms of urinary tract (C64-C68),4,46154,1930
Lorain,Malignant neoplasms of urinary tract (C64-C68),30,298609,1932
Lucas,Malignant neoplasms of urinary tract (C64-C68),45,445482,1934
Madison,Malignant neoplasms of urinary tract (C64-C68),6,42392,1936
Mahoning,Malignant neoplasms of urinary tract (C64-C68),31,243453,1938
Marion,Malignant neoplasms of urinary tract (C64-C68),12,66487,1940
Medina,Malignant neoplasms of urinary tract (C64-C68),14,168775,1942
Meigs,Malignant neoplasms of urinary tract (C64-C68),4,23612,1944
Mercer,Malignant neoplasms of urinary tract (C64-C68),1,41055,1946
Miami,Malignant neoplasms of urinary tract (C64-C68),12,102130,1948
Monroe,Malignant neoplasms of urinary tract (C64-C68),0,14774,1950
Montgomery,Malignant neoplasms of urinary tract (C64-C68),64,540667,1952
Morgan,Malignant neoplasms of urinary tract (C64-C68),2,15175,1954
Morrow,Malignant neoplasms of urinary tract (C64-C68),6,34937,1956
Muskingum,Malignant neoplasms of urinary tract (C64-C68),10,85939,1958
Noble,Malignant neoplasms of urinary tract (C64-C68),5,14614,1960
NonOH,Malignant neoplasms of urinary tract (C64-C68),0,0,1962
Ottawa,Malignant neoplasms of urinary tract (C64-C68),6,41690,1964
Paulding,Malignant neoplasms of urinary tract (C64-C68),3,19735,1966
Perry,Malignant neoplasms of urinary tract (C64-C68),3,35582,1968
Pickaway,Malignant neoplasms of urinary tract (C64-C68),5,55044,1970
Pike,Malignant neoplasms of urinary tract (C64-C68),4,28645,1972
Portage,Malignant neoplasms of urinary tract (C64-C68),17,159148,1974
Preble,Malignant neoplasms of urinary tract (C64-C68),2,42561,1976
Putnam,Malignant neoplasms of urinary tract (C64-C68),3,34752,1978
Richland,Malignant neoplasms of urinary tract (C64-C68),13,126995,1980
Ross,Malignant neoplasms of urinary tract (C64-C68),14,77419,1982
Sandusky,Malignant neoplasms of urinary tract (C64-C68),7,61571,1984
Scioto,Malignant neoplasms of urinary tract (C64-C68),12,78775,1986
Seneca,Malignant neoplasms of urinary tract (C64-C68),7,57289,1988
Shelby,Malignant neoplasms of urinary tract (C64-C68),4,49284,1990
Stark,Malignant neoplasms of urinary tract (C64-C68),49,376877,1992
Summit,Malignant neoplasms of urinary tract (C64-C68),65,544275,1994
Trumbull,Malignant neoplasms of urinary tract (C64-C68),22,214296,1996
Tuscarawas,Malignant neoplasms of urinary tract (C64-C68),13,92511,1998
Union,Malignant neoplasms of urinary tract (C64-C68),4,49906,2000
Unknown,Malignant neoplasms of urinary tract (C64-C68),0,0,2002
Van Wert,Malignant neoplasms of urinary tract (C64-C68),7,29182,2004
Vinton,Malignant neoplasms of urinary tract (C64-C68),2,13566,2006
Warren,Malignant neoplasms of urinary tract (C64-C68),17,205258,2008
Washington,Malignant neoplasms of urinary tract (C64-C68),5,62253,2010
Wayne,Malignant neoplasms of urinary tract (C64-C68),9,114224,2012
Williams,Malignant neoplasms of urinary tract (C64-C68),5,38532,2014
Wood,Malignant neoplasms of urinary tract (C64-C68),12,125285,2016
Wyandot,Malignant neoplasms of urinary tract (C64-C68),1,22716,2018
Adams,Non-Hodgkin’s lymphoma (C82-C85),3,28538,2024
Allen,Non-Hodgkin’s lymphoma (C82-C85),9,106717,2026
Ashland,Non-Hodgkin’s lymphoma (C82-C85),6,53544,2028
Ashtabula,Non-Hodgkin’s lymphoma (C82-C85),15,102156,2030
Athens,Non-Hodgkin’s lymphoma (C82-C85),4,64102,2032
Auglaize,Non-Hodgkin’s lymphoma (C82-C85),6,45977,2034
Belmont,Non-Hodgkin’s lymphoma (C82-C85),6,70430,2036
Brown,Non-Hodgkin’s lymphoma (C82-C85),5,44490,2038
Butler,Non-Hodgkin’s lymphoma (C82-C85),34,361192,2040
Carroll,Non-Hodgkin’s lymphoma (C82-C85),2,29062,2042
Champaign,Non-Hodgkin’s lymphoma (C82-C85),3,40127,2044
Clark,Non-Hodgkin’s lymphoma (C82-C85),12,139829,2046
Clermont,Non-Hodgkin’s lymphoma (C82-C85),13,194346,2048
Clinton,Non-Hodgkin’s lymphoma (C82-C85),3,42576,2050
Columbiana,Non-Hodgkin’s lymphoma (C82-C85),11,109153,2052
Coshocton,Non-Hodgkin’s lymphoma (C82-C85),4,37184,2054
Crawford,Non-Hodgkin’s lymphoma (C82-C85),0,44634,2056
Cuyahoga,Non-Hodgkin’s lymphoma (C82-C85),118,1301540,2058
Darke,Non-Hodgkin’s lymphoma (C82-C85),6,52996,2060
Defiance,Non-Hodgkin’s lymphoma (C82-C85),2,39123,2062
Delaware,Non-Hodgkin’s lymphoma (C82-C85),5,161796,2064
Erie,Non-Hodgkin’s lymphoma (C82-C85),7,77668,2066
Fairfield,Non-Hodgkin’s lymphoma (C82-C85),12,142915,2068
Fayette,Non-Hodgkin’s lymphoma (C82-C85),5,28908,2070
Franklin,Non-Hodgkin’s lymphoma (C82-C85),58,1127174,2072
Fulton,Non-Hodgkin’s lymphoma (C82-C85),2,42800,2074
Gallia,Non-Hodgkin’s lymphoma (C82-C85),2,30977,2076
Geauga,Non-Hodgkin’s lymphoma (C82-C85),9,93742,2078
Greene,Non-Hodgkin’s lymphoma (C82-C85),16,159055,2080
Guernsey,Non-Hodgkin’s lymphoma (C82-C85),3,40531,2082
Hamilton,Non-Hodgkin’s lymphoma (C82-C85),57,801815,2084
Hancock,Non-Hodgkin’s lymphoma (C82-C85),7,74712,2086
Hardin,Non-Hodgkin’s lymphoma (C82-C85),4,32132,2088
Harrison,Non-Hodgkin’s lymphoma (C82-C85),3,15901,2090
Henry,Non-Hodgkin’s lymphoma (C82-C85),0,28671,2092
Highland,Non-Hodgkin’s lymphoma (C82-C85),6,43845,2094
Hocking,Non-Hodgkin’s lymphoma (C82-C85),2,29418,2096
Holmes,Non-Hodgkin’s lymphoma (C82-C85),3,41826,2098
Huron,Non-Hodgkin’s lymphoma (C82-C85),5,60086,2100
Jackson,Non-Hodgkin’s lymphoma (C82-C85),2,33144,2102
Jefferson,Non-Hodgkin’s lymphoma (C82-C85),8,70114,2104
Knox,Non-Hodgkin’s lymphoma (C82-C85),3,59843,2106
Lake,Non-Hodgkin’s lymphoma (C82-C85),28,228930,2108
Lawrence,Non-Hodgkin’s lymphoma (C82-C85),6,62748,2110
Licking,Non-Hodgkin’s lymphoma (C82-C85),6,162375,2112
Logan,Non-Hodgkin’s lymphoma (C82-C85),1,46154,2114
Lorain,Non-Hodgkin’s lymphoma (C82-C85),26,298609,2116
Lucas,Non-Hodgkin’s lymphoma (C82-C85),36,445482,2118
Madison,Non-Hodgkin’s lymphoma (C82-C85),4,42392,2120
Mahoning,Non-Hodgkin’s lymphoma (C82-C85),31,243453,2122
Marion,Non-Hodgkin’s lymphoma (C82-C85),6,66487,2124
Medina,Non-Hodgkin’s lymphoma (C82-C85),17,168775,2126
Meigs,Non-Hodgkin’s lymphoma (C82-C85),2,23612,2128
Mercer,Non-Hodgkin’s lymphoma (C82-C85),5,41055,2130
Miami,Non-Hodgkin’s lymphoma (C82-C85),13,102130,2132
Monroe,Non-Hodgkin’s lymphoma (C82-C85),1,14774,2134
Montgomery,Non-Hodgkin’s lymphoma (C82-C85),45,540667,2136
Morgan,Non-Hodgkin’s lymphoma (C82-C85),1,15175,2138
Morrow,Non-Hodgkin’s lymphoma (C82-C85),3,34937,2140
Muskingum,Non-Hodgkin’s lymphoma (C82-C85),6,85939,2142
Noble,Non-Hodgkin’s lymphoma (C82-C85),0,14614,2144
NonOH,Non-Hodgkin’s lymphoma (C82-C85),0,0,2146
Ottawa,Non-Hodgkin’s lymphoma (C82-C85),5,41690,2148
Paulding,Non-Hodgkin’s lymphoma (C82-C85),2,19735,2150
Perry,Non-Hodgkin’s lymphoma (C82-C85),1,35582,2152
Pickaway,Non-Hodgkin’s lymphoma (C82-C85),3,55044,2154
Pike,Non-Hodgkin’s lymphoma (C82-C85),2,28645,2156
Portage,Non-Hodgkin’s lymphoma (C82-C85),9,159148,2158
Preble,Non-Hodgkin’s lymphoma (C82-C85),3,42561,2160
Putnam,Non-Hodgkin’s lymphoma (C82-C85),3,34752,2162
Richland,Non-Hodgkin’s lymphoma (C82-C85),11,126995,2164
Ross,Non-Hodgkin’s lymphoma (C82-C85),10,77419,2166
Sandusky,Non-Hodgkin’s lymphoma (C82-C85),4,61571,2168
Scioto,Non-Hodgkin’s lymphoma (C82-C85),13,78775,2170
Seneca,Non-Hodgkin’s lymphoma (C82-C85),9,57289,2172
Shelby,Non-Hodgkin’s lymphoma (C82-C85),3,49284,2174
Stark,Non-Hodgkin’s lymphoma (C82-C85),35,376877,2176
Summit,Non-Hodgkin’s lymphoma (C82-C85),46,544275,2178
Trumbull,Non-Hodgkin’s lymphoma (C82-C85),18,214296,2180
Tuscarawas,Non-Hodgkin’s lymphoma (C82-C85),5,92511,2182
Union,Non-Hodgkin’s lymphoma (C82-C85),2,49906,2184
Unknown,Non-Hodgkin’s lymphoma (C82-C85),0,0,2186
Van Wert,Non-Hodgkin’s lymphoma (C82-C85),4,29182,2188
Vinton,Non-Hodgkin’s lymphoma (C82-C85),2,13566,2190
Warren,Non-Hodgkin’s lymphoma (C82-C85),13,205258,2192
Washington,Non-Hodgkin’s lymphoma (C82-C85),7,62253,2194
Wayne,Non-Hodgkin’s lymphoma (C82-C85),9,114224,2196
Williams,Non-Hodgkin’s lymphoma (C82-C85),1,38532,2198
Wood,Non-Hodgkin’s lymphoma (C82-C85),9,125285,2200
Wyandot,Non-Hodgkin’s lymphoma (C82-C85),6,22716,2202
Adams,Leukemia (C91-C95),1,28538,2208
Allen,Leukemia (C91-C95),9,106717,2210
Ashland,Leukemia (C91-C95),6,53544,2212
Ashtabula,Leukemia (C91-C95),14,102156,2214
Athens,Leukemia (C91-C95),7,64102,2216
Auglaize,Leukemia (C91-C95),3,45977,2218
Belmont,Leukemia (C91-C95),8,70430,2220
Brown,Leukemia (C91-C95),2,44490,2222
Butler,Leukemia (C91-C95),18,361192,2224
Carroll,Leukemia (C91-C95),3,29062,2226
Champaign,Leukemia (C91-C95),2,40127,2228
Clark,Leukemia (C91-C95),7,139829,2230
Clermont,Leukemia (C91-C95),16,194346,2232
Clinton,Leukemia (C91-C95),2,42576,2234
Columbiana,Leukemia (C91-C95),11,109153,2236
Coshocton,Leukemia (C91-C95),4,37184,2238
Crawford,Leukemia (C91-C95),8,44634,2240
Cuyahoga,Leukemia (C91-C95),126,1301540,2242
Darke,Leukemia (C91-C95),5,52996,2244
Defiance,Leukemia (C91-C95),4,39123,2246
Delaware,Leukemia (C91-C95),4,161796,2248
Erie,Leukemia (C91-C95),8,77668,2250
Fairfield,Leukemia (C91-C95),11,142915,2252
Fayette,Leukemia (C91-C95),1,28908,2254
Franklin,Leukemia (C91-C95),79,1127174,2256
Fulton,Leukemia (C91-C95),5,42800,2258
Gallia,Leukemia (C91-C95),3,30977,2260
Geauga,Leukemia (C91-C95),15,93742,2262
Greene,Leukemia (C91-C95),11,159055,2264
Guernsey,Leukemia (C91-C95),5,40531,2266
Hamilton,Leukemia (C91-C95),65,801815,2268
Hancock,Leukemia (C91-C95),6,74712,2270
Hardin,Leukemia (C91-C95),4,32132,2272
Harrison,Leukemia (C91-C95),0,15901,2274
Henry,Leukemia (C91-C95),3,28671,2276
Highland,Leukemia (C91-C95),1,43845,2278
Hocking,Leukemia (C91-C95),1,29418,2280
Holmes,Leukemia (C91-C95),3,41826,2282
Huron,Leukemia (C91-C95),5,60086,2284
Jackson,Leukemia (C91-C95),6,33144,2286
Jefferson,Leukemia (C91-C95),6,70114,2288
Knox,Leukemia (C91-C95),4,59843,2290
Lake,Leukemia (C91-C95),18,228930,2292
Lawrence,Leukemia (C91-C95),10,62748,2294
Licking,Leukemia (C91-C95),15,162375,2296
Logan,Leukemia (C91-C95),4,46154,2298
Lorain,Leukemia (C91-C95),26,298609,2300
Lucas,Leukemia (C91-C95),25,445482,2302
Madison,Leukemia (C91-C95),5,42392,2304
Mahoning,Leukemia (C91-C95),33,243453,2306
Marion,Leukemia (C91-C95),6,66487,2308
Medina,Leukemia (C91-C95),12,168775,2310
Meigs,Leukemia (C91-C95),5,23612,2312
Mercer,Leukemia (C91-C95),3,41055,2314
Miami,Leukemia (C91-C95),12,102130,2316
Monroe,Leukemia (C91-C95),2,14774,2318
Montgomery,Leukemia (C91-C95),63,540667,2320
Morgan,Leukemia (C91-C95),0,15175,2322
Morrow,Leukemia (C91-C95),3,34937,2324
Muskingum,Leukemia (C91-C95),9,85939,2326
Noble,Leukemia (C91-C95),0,14614,2328
NonOH,Leukemia (C91-C95),0,0,2330
Ottawa,Leukemia (C91-C95),2,41690,2332
Paulding,Leukemia (C91-C95),3,19735,2334
Perry,Leukemia (C91-C95),7,35582,2336
Pickaway,Leukemia (C91-C95),3,55044,2338
Pike,Leukemia (C91-C95),2,28645,2340
Portage,Leukemia (C91-C95),12,159148,2342
Preble,Leukemia (C91-C95),0,42561,2344
Putnam,Leukemia (C91-C95),5,34752,2346
Richland,Leukemia (C91-C95),9,126995,2348
Ross,Leukemia (C91-C95),4,77419,2350
Sandusky,Leukemia (C91-C95),7,61571,2352
Scioto,Leukemia (C91-C95),8,78775,2354
Seneca,Leukemia (C91-C95),1,57289,2356
Shelby,Leukemia (C91-C95),6,49284,2358
Stark,Leukemia (C91-C95),35,376877,2360
Summit,Leukemia (C91-C95),50,544275,2362
Trumbull,Leukemia (C91-C95),19,214296,2364
Tuscarawas,Leukemia (C91-C95),13,92511,2366
Union,Leukemia (C91-C95),4,49906,2368
Unknown,Leukemia (C91-C95),0,0,2370
Van Wert,Leukemia (C91-C95),3,29182,2372
Vinton,Leukemia (C91-C95),1,13566,2374
Warren,Leukemia (C91-C95),17,205258,2376
Washington,Leukemia (C91-C95),4,62253,2378
Wayne,Leukemia (C91-C95),14,114224,2380
Williams,Leukemia (C91-C95),3,38532,2382
Wood,Leukemia (C91-C95),5,125285,2384
Wyandot,Leukemia (C91-C95),1,22716,2386
Adams,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),17,28538,2392
Allen,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),62,106717,2394
Ashland,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),30,53544,2396
Ashtabula,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),67,102156,2398
Athens,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),30,64102,2400
Auglaize,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),32,45977,2402
Belmont,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),45,70430,2404
Brown,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),21,44490,2406
Butler,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),152,361192,2408
Carroll,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),13,29062,2410
Champaign,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),22,40127,2412
Clark,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),93,139829,2414
Clermont,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),77,194346,2416
Clinton,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),20,42576,2418
Columbiana,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),63,109153,2420
Coshocton,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),20,37184,2422
Crawford,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),34,44634,2424
Cuyahoga,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),761,1301540,2426
Darke,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),28,52996,2428
Defiance,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),19,39123,2430
Delaware,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),54,161796,2432
Erie,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),46,77668,2434
Fairfield,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),66,142915,2436
Fayette,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),15,28908,2438
Franklin,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),444,1127174,2440
Fulton,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),26,42800,2442
Gallia,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),14,30977,2444
Geauga,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),43,93742,2446
Greene,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),63,159055,2448
Guernsey,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),25,40531,2450
Hamilton,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),423,801815,2452
Hancock,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),40,74712,2454
Hardin,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),17,32132,2456
Harrison,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),10,15901,2458
Henry,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),17,28671,2460
Highland,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),27,43845,2462
Hocking,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),22,29418,2464
Holmes,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),11,41826,2466
Huron,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),36,60086,2468
Jackson,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),21,33144,2470
Jefferson,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),50,70114,2472
Knox,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),26,59843,2474
Lake,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),117,228930,2476
Lawrence,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),36,62748,2478
Licking,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),97,162375,2480
Logan,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),37,46154,2482
Lorain,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),139,298609,2484
Lucas,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),223,445482,2486
Madison,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),20,42392,2488
Mahoning,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),160,243453,2490
Marion,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),43,66487,2492
Medina,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),63,168775,2494
Meigs,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),10,23612,2496
Mercer,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),27,41055,2498
Miami,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),59,102130,2500
Monroe,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),9,14774,2502
Montgomery,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),304,540667,2504
Morgan,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),10,15175,2506
Morrow,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),21,34937,2508
Muskingum,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),39,85939,2510
Noble,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),8,14614,2512
NonOH,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),0,0,2514
Ottawa,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),23,41690,2516
Paulding,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),13,19735,2518
Perry,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),24,35582,2520
Pickaway,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),40,55044,2522
Pike,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),12,28645,2524
Portage,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),63,159148,2526
Preble,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),36,42561,2528
Putnam,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),15,34752,2530
Richland,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),82,126995,2532
Ross,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),36,77419,2534
Sandusky,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),31,61571,2536
Scioto,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),44,78775,2538
Seneca,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),32,57289,2540
Shelby,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),17,49284,2542
Stark,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),205,376877,2544
Summit,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),280,544275,2546
Trumbull,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),145,214296,2548
Tuscarawas,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),46,92511,2550
Union,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),16,49906,2552
Unknown,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),0,0,2554
Van Wert,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),18,29182,2556
Vinton,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),8,13566,2558
Warren,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),67,205258,2560
Washington,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),36,62253,2562
Wayne,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),58,114224,2564
Williams,Other malignant neoplasms (C00-C15C17C22-C24C26-C32C37-C49C51-C52C57-C60C62-C63C69-C81C88C90C96-C97),21,38532,2566
